variant,month,validation_design,method,max_rel,p99_rel,meaningful_max_rel,mae
basket_return,6,independent,weighted_sparse_chebyshev_2001,0.04899808133693379,0.042117754617793116,0.04899808133693379,0.008354350635673352
basket_return,6,independent,weighted_sparse_chebyshev_5001,0.032083497509747386,0.027163736086100766,0.032083497509747386,0.008218312245107065
basket_return,6,independent,sparse_chebyshev_2001,0.040103018203836986,0.034962711238293226,0.040103018203836986,0.011465743126511987
basket_return,6,independent,residual_ensemble_5001,0.05488402117550746,0.05416868130854724,0.05488402117550746,0.017245211995507555
basket_return,6,independent,direct_ensemble_5001,1.614536428710492,1.5926371831392176,1.614536428710492,0.27588524974199957
basket_return,9,development,normal_moment_baseline,1.269209769995286,0.9516564458011687,0.2106986893482311,0.0429359340502221
basket_return,9,development,residual_hermite_2001,0.946405730039738,0.929068998921946,0.946405730039738,0.3695954517729962
basket_return,9,development,residual_hermite_5001,0.8752258180093008,0.8375811350811813,0.8752258180093008,0.2281439203011108
basket_return,9,development,residual_local_5001,0.8450620571876131,0.6467074893633001,0.18388016443990496,0.030687151058041047
basket_return,9,development,residual_nystrom_5001,0.664576818571269,0.6170768474861408,0.664576818571269,0.0978377568333032
basket_return,9,development,direct_hermite_2001,0.9452952926136309,0.9279711416707841,0.9452952926136309,0.3771336999829564
basket_return,9,development,direct_hermite_5001,0.8722543587188611,0.8326289442951291,0.8722543587188611,0.23134226972902214
basket_return,9,development,direct_local_5001,20.636705887589482,16.25918551883759,6.044971325083212,0.5227990518552438
basket_return,9,development,direct_nystrom_5001,3.7690409654150727,2.796317999963944,0.5266310805779838,0.17242139760615943
basket_return,9,development,weighted_sparse_chebyshev_2001,0.7891753522646937,0.7078606648280653,0.5181263941425995,0.03937441714290766
basket_return,9,development,weighted_sparse_chebyshev_5001,0.7880650911536357,0.6621789466584095,0.3684446095028828,0.02781644689737767
basket_return,9,development,sparse_chebyshev_2001,0.10257989048553257,0.09015022073655934,0.10257989048553257,0.014269412669261055
basket_return,9,development,residual_ensemble_5001,0.6706913879998617,0.6239638434793636,0.6706913879998617,0.1002258089861743
basket_return,9,development,direct_ensemble_5001,2.158767304791431,1.6435355206618691,0.4413280243595629,0.15935611258098908
basket_return,9,independent,normal_moment_baseline,1.3321320659007563,0.963913234587974,0.1047359615248182,0.03869069594810178
basket_return,9,independent,residual_hermite_2001,0.8805684246845524,0.8800511038116188,0.8805684246845524,0.24075059539932134
basket_return,9,independent,residual_hermite_5001,0.7478205986481453,0.7311163215575803,0.7478205986481453,0.22128379928721967
basket_return,9,independent,residual_local_5001,1.0861700727508592,0.8551562946187883,0.31612414564395813,0.020901836460960076
basket_return,9,independent,residual_nystrom_5001,0.9114319928211342,0.8570214741619274,0.7300635972904456,0.12971426791082816
basket_return,9,independent,direct_hermite_2001,0.8788642113227149,0.8783096701664006,0.8788642113227149,0.2403334802580081
