case_id,product,method,max_rel,p99_rel,p95_rel,mean_rel,meaningful_max_rel,mae,max_abs,overshoot_rate,max_scaled_overshoot
european_01_tau_0.50,european,floater_hormann,0.00410581457637249,0.0040272475971033315,0.0037298584858099326,0.0011353403538493197,0.003504508667537511,0.005211011818407586,0.017676196111704456,0.0,0.0
european_01_tau_0.85,european,linear,0.004048208450530324,0.0038432946693082765,0.003490677480234367,0.001054934183946638,0.0033859861991542635,0.006923513046130791,0.02486625037603929,0.0,0.0
european_01_tau_0.85,european,pchip,0.004155905786172023,0.004085097791057064,0.0037767874224186484,0.0011926515398399248,0.003582195540692964,0.008189669056143399,0.025055898208524496,0.0,0.0
european_01_tau_0.85,european,akima,0.004156589366724653,0.004085442855624383,0.003776321528810162,0.0011926535837035771,0.0035827271285083346,0.008189219575097469,0.02508549634049828,0.0,0.0
european_01_tau_0.85,european,makima,0.004154679045705564,0.0040844878724232364,0.003777756460413633,0.0011926454014578015,0.0035810552921838254,0.008189478223190895,0.025071137825914747,0.0,0.0
european_01_tau_0.85,european,natural_cubic_interpolation,0.004156971496590142,0.004085629265890368,0.0037759698792362265,0.00119258736400534,0.0035831520715566595,0.008184884584802841,0.025076235388933554,0.0,2.957299328117224e-11
european_01_tau_0.85,european,bspline_regression,0.004181254105754615,0.004104568337353344,0.0037636926879833403,0.0011928128386876442,0.003572334523219216,0.008189254338185906,0.024897940638961558,0.04239401496259352,1.4336297310580541e-05
european_01_tau_0.85,european,natural_cubic_regression,0.004068933093682557,0.00400356429322623,0.003766792716218989,0.0011960014644726718,0.0036035060163164398,0.008636739464190983,0.0388574422064778,0.05236907730673317,2.0899853016423157e-05
european_01_tau_0.85,european,cubic_smoothing_spline,0.004156971496590142,0.004085629265890368,0.0037759698792362265,0.00119258736400534,0.0035831520715566595,0.008184884584802841,0.025076235388933554,0.0,2.957299328117224e-11
european_01_tau_0.85,european,pspline,0.004170154045978626,0.0040712609220867725,0.0037847409656708727,0.0011927081179486621,0.0035918152122007708,0.008189327659034802,0.02525209141489526,0.04738154613466334,1.273868141249232e-05
