method,detail,time,max_rel,p99_rel,mae,max_abs
log Chebyshev,"logm, degree=7",0.400000,0.0018293479,0.0018255723,0.0043731603,0.0679609484
direct Chebyshev,"logm, degree=9",0.400000,0.7311386468,0.6964624145,0.0090940796,0.0680351404
log Chebyshev,"logm, degree=9",0.400000,0.0018204324,0.0018157113,0.0030924256,0.0408101537
direct Chebyshev,"logm, degree=11",0.400000,0.2938665375,0.2056761338,0.0059613620,0.0563448506
log Chebyshev,"logm, degree=11",0.400000,0.0023341963,0.0023224908,0.0100823151,0.1442125293
direct Chebyshev,"logm, degree=13",0.400000,0.3463094772,0.2963564886,0.0066165535,0.0484493918
log Chebyshev,"logm, degree=13",0.400000,0.0026948976,0.0026776098,0.0087338335,0.0509472318
direct Chebyshev,"logm, degree=15",0.400000,0.2604721762,0.2272134938,0.0064630936,0.0494134538
log Chebyshev,"logm, degree=15",0.400000,0.0037692163,0.0037186291,0.0072487018,0.0632405863
direct Chebyshev,"logm, degree=18",0.400000,0.4878342834,0.4062070544,0.0072637760,0.0481838782
log Chebyshev,"logm, degree=18",0.400000,0.0044677813,0.0044058168,0.0066506630,0.0554453616
direct Chebyshev,"logm, degree=22",0.400000,0.2699263380,0.2066954480,0.0072221256,0.0465048091
log Chebyshev,"logm, degree=22",0.400000,0.0044054066,0.0043243321,0.0099713760,0.1489805266
log cosine Fourier,"logm, order=3",0.400000,63.9025782598,59.8989518500,16.5243642993,73.3780397633
log full Fourier,"logm, order=3",0.400000,17.7205790874,8.6097370563,14.2938553504,101.1465635942
log cosine Fourier,"logm, order=5",0.400000,71.9496234788,67.8799588901,16.5227489928,73.4033453940
log full Fourier,"logm, order=5",0.400000,15.1900160156,4.4817966746,11.4804111223,117.8890660965
log cosine Fourier,"logm, order=7",0.400000,68.0215382194,64.3602114244,16.5224369649,73.4139535069
log full Fourier,"logm, order=7",0.400000,14.1292047328,2.5471152047,9.6044970106,125.5732466870
log cosine Fourier,"logm, order=9",0.400000,66.5800331833,62.9381894820,16.5223913897,73.4197492464
log full Fourier,"logm, order=9",0.400000,13.5496307774,2.0409259198,8.2806645617,129.1212539941
log cosine Fourier,"logm, order=11",0.400000,68.4831347681,64.8396834828,16.5223543517,73.4234623910
log full Fourier,"logm, order=11",0.400000,13.1783163203,1.9805066631,7.2751199688,130.9198686956
log cosine Fourier,"logm, order=14",0.400000,68.1655478970,64.1103728936,16.5223168752,73.4266305081
log full Fourier,"logm, order=14",0.400000,12.8615046068,1.8280137289,6.1069853860,128.7224034279
log cosine Fourier,"logm, order=18",0.400000,68.2536243345,64.6246212416,16.5222930117,73.4296082232
log full Fourier,"logm, order=18",0.400000,12.5637331038,1.7261550487,5.0340687657,125.1868800154
direct B-spline,"logm, knots=6",0.400000,0.1492581698,0.1466834737,0.0075058579,0.0261701917
log B-spline,"logm, knots=6",0.400000,0.0017389796,0.0017349100,0.0042991957,0.0215147471
direct B-spline,"logm, knots=8",0.400000,0.0482310515,0.0459976425,0.0069640307,0.0492846019
log B-spline,"logm, knots=8",0.400000,0.0017789703,0.0017718289,0.0070812635,0.0640242983
direct B-spline,"logm, knots=10",0.400000,0.0268546651,0.0258763215,0.0057074476,0.0516058806
log B-spline,"logm, knots=10",0.400000,0.0041895018,0.0041384657,0.0055825411,0.0586607293
direct B-spline,"logm, knots=12",0.400000,0.0113689860,0.0109594038,0.0061956088,0.0500405914
log B-spline,"logm, knots=12",0.400000,0.0032214933,0.0031875527,0.0077286398,0.0430114797
direct B-spline,"logm, knots=16",0.400000,0.0170880228,0.0158660242,0.0064858446,0.0546602344
log B-spline,"logm, knots=16",0.400000,0.0042843113,0.0042111044,0.0059553541,0.0562712283
direct B-spline,"logm, knots=20",0.400000,0.0167607868,0.0146632746,0.0066082966,0.0576994082
log B-spline,"logm, knots=20",0.400000,0.0074673618,0.0071742959,0.0065540570,0.0596798908
direct B-spline,"logm, knots=28",0.400000,0.0122396371,0.0115509175,0.0074941535,0.0646700498
log B-spline,"logm, knots=28",0.400000,0.0097771138,0.0092428142,0.0073869450,0.0670851685
direct natural cubic,"logm, knots=6",0.400000,0.6813907498,0.6736990493,0.0221635937,0.2190562481
log natural cubic,"logm, knots=6",0.400000,0.1348926302,0.1310421397,0.1449725130,0.4664092683
direct natural cubic,"logm, knots=10",0.400000,0.1580032150,0.1553216796,0.0082696286,0.0942719232
log natural cubic,"logm, knots=10",0.400000,0.0440107327,0.0433134223,0.0133227737,0.0640375381
direct natural cubic,"logm, knots=14",0.400000,0.0588796884,0.0574502367,0.0067435052,0.0691101959
log natural cubic,"logm, knots=14",0.400000,0.0236455307,0.0224361353,0.0080094869,0.0425975537
direct natural cubic,"logm, knots=18",0.400000,0.0297396358,0.0287627906,0.0061267549,0.0618770399
log natural cubic,"logm, knots=18",0.400000,0.0093831260,0.0090118710,0.0069615721,0.0411932690
direct PCHIP,logm,0.400000,0.0263275253,0.0152679676,0.0114835886,0.0696358774
log PCHIP,logm,0.400000,0.0263718433,0.0157705719,0.0114980398,0.0696222021
direct LOESS,"logm, frac=0.14",0.400000,0.0127033195,0.0121371325,0.0062054940,0.0563167230
log LOESS,"logm, frac=0.14",0.400000,0.0083508597,0.0079097123,0.0062309557,0.0572148404
direct LOESS,"logm, frac=0.22",0.400000,0.1349420862,0.1055144047,0.0059060882,0.0351719213
log LOESS,"logm, frac=0.22",0.400000,0.0041726769,0.0039387864,0.0072033534,0.0876398648
direct LOESS,"logm, frac=0.35",0.400000,1.9511544536,1.2676832043,0.0092050748,0.0232344982
log LOESS,"logm, frac=0.35",0.400000,0.0051985584,0.0031971964,0.0248042986,0.3823822450
direct polynomial,"spot, degree=5",0.400000,15.9891779381,15.9006747145,0.0940219832,0.2033288236
log polynomial,"spot, degree=5",0.400000,0.0240300367,0.0147018638,0.1312486186,1.7675398905
direct polynomial,"spot, degree=7",0.400000,2.5924224625,2.5777631871,0.0316483159,0.1604733839
log polynomial,"spot, degree=7",0.400000,0.0026379027,0.0020564969,0.0186153186,0.1940320933
direct polynomial,"spot, degree=9",0.400000,3.1560399302,1.3200890009,0.0132644962,0.0442360563
log polynomial,"spot, degree=9",0.400000,0.0014390000,0.0014364858,0.0057659920,0.0791801516
direct polynomial,"spot, degree=11",0.400000,3.2013851738,1.3292494815,0.0137624148,0.0392855677
log polynomial,"spot, degree=11",0.400000,0.0014539418,0.0014510409,0.0054683292,0.0669243895
direct Chebyshev,"spot, degree=5",0.400000,15.9897613790,15.9011761008,0.0940206289,0.2033519858
log Chebyshev,"spot, degree=5",0.400000,0.0240315816,0.0147011361,0.1312565932,1.7676535252
direct Chebyshev,"spot, degree=7",0.400000,2.5581679510,2.5444894722,0.0315958352,0.1613720940
log Chebyshev,"spot, degree=7",0.400000,0.0026536280,0.0020653970,0.0187030043,0.1951887751
direct Chebyshev,"spot, degree=9",0.400000,2.7922062698,1.1873936269,0.0125067373,0.0361435302
log Chebyshev,"spot, degree=9",0.400000,0.0016058204,0.0016023468,0.0048819404,0.0639784929
direct Chebyshev,"spot, degree=11",0.400000,0.5564332465,0.5333401053,0.0073027278,0.0472810250
log Chebyshev,"spot, degree=11",0.400000,0.0015120287,0.0015098710,0.0071422870,0.0510586752
direct Chebyshev,"spot, degree=13",0.400000,0.0905325709,0.0840203511,0.0062961963,0.0505974271
log Chebyshev,"spot, degree=13",0.400000,0.0018818685,0.0018757084,0.0092403493,0.0879700306
direct Chebyshev,"spot, degree=15",0.400000,0.3075121458,0.2811253121,0.0068260557,0.0546682792
log Chebyshev,"spot, degree=15",0.400000,0.0028646197,0.0028440993,0.0065800958,0.0625475357
direct Chebyshev,"spot, degree=18",0.400000,0.2092627656,0.1574232039,0.0068371255,0.0437273257
log Chebyshev,"spot, degree=18",0.400000,0.0034553603,0.0034255141,0.0117526177,0.0790491324
direct Chebyshev,"spot, degree=22",0.400000,0.2163025888,0.2002056777,0.0070757621,0.0455551747
log Chebyshev,"spot, degree=22",0.400000,0.0044904276,0.0044393727,0.0067339698,0.0863756311
log cosine Fourier,"spot, order=3",0.400000,6.3462154025,6.0169741475,14.5073789126,73.5362559260
log full Fourier,"spot, order=3",0.400000,5.1144118303,3.7456395550,14.8263254138,148.5507400228
log cosine Fourier,"spot, order=5",0.400000,8.8390700715,8.8339705685,14.4289707194,73.5427821924
log full Fourier,"spot, order=5",0.400000,3.8576383554,2.7550482947,11.4686191865,170.6061799085
log cosine Fourier,"spot, order=7",0.400000,10.7328979279,10.5664353898,14.4180664490,73.5446890214
log full Fourier,"spot, order=7",0.400000,3.4573523029,2.6483744388,9.3719697330,180.1800289192
log cosine Fourier,"spot, order=9",0.400000,11.1324435503,10.7639412122,14.4159624217,73.5454121918
log full Fourier,"spot, order=9",0.400000,3.3008551254,2.5737019342,7.9429253005,184.8592728629
log cosine Fourier,"spot, order=11",0.400000,10.9670201427,10.5256315853,14.4156548865,73.5456426474
log full Fourier,"spot, order=11",0.400000,3.2535086663,2.3170141786,6.8755092041,186.2869099015
log cosine Fourier,"spot, order=14",0.400000,11.0568257698,10.5699770205,14.4156823058,73.5455644750
log full Fourier,"spot, order=14",0.400000,3.2748105959,1.9089869124,5.6827106974,182.8159303053
log cosine Fourier,"spot, order=18",0.400000,10.7424481239,10.2041994599,14.4157621652,73.5451277817
log full Fourier,"spot, order=18",0.400000,3.3842760062,1.7384292511,4.5479047699,171.7990577916
direct B-spline,"spot, knots=6",0.400000,0.5463097304,0.5180437627,0.0109765173,0.0533150473
log B-spline,"spot, knots=6",0.400000,0.0033043181,0.0032696997,0.0066442386,0.0709517085
direct B-spline,"spot, knots=8",0.400000,0.4897994354,0.3259235766,0.0080469987,0.0514558251
log B-spline,"spot, knots=8",0.400000,0.0024513597,0.0024246887,0.0070312769,0.0464451754
direct B-spline,"spot, knots=10",0.400000,0.2258910847,0.2081992363,0.0064933388,0.0546996398
log B-spline,"spot, knots=10",0.400000,0.0024355813,0.0024110874,0.0062428968,0.0575610467
direct B-spline,"spot, knots=12",0.400000,0.0475375407,0.0463740771,0.0067508461,0.0508120048
log B-spline,"spot, knots=12",0.400000,0.0022667490,0.0022476873,0.0064756296,0.0502332865
direct B-spline,"spot, knots=16",0.400000,0.0218061993,0.0206728359,0.0071729604,0.0546814191
log B-spline,"spot, knots=16",0.400000,0.0044315792,0.0043414007,0.0070040837,0.0548841783
direct B-spline,"spot, knots=20",0.400000,0.0091178180,0.0087649028,0.0071853615,0.0625383554
log B-spline,"spot, knots=20",0.400000,0.0038400144,0.0038006009,0.0069055622,0.0625527485
direct B-spline,"spot, knots=28",0.400000,0.0138297445,0.0127424884,0.0077252875,0.0652226523
log B-spline,"spot, knots=28",0.400000,0.0042588725,0.0042110771,0.0076317807,0.0678002399
direct natural cubic,"spot, knots=6",0.400000,4.4434231691,4.3985486716,0.0355386796,0.1223790902
log natural cubic,"spot, knots=6",0.400000,0.4841808390,0.4819663774,0.9801218058,3.4330040697
direct natural cubic,"spot, knots=10",0.400000,1.2435651715,1.1806275716,0.0085713724,0.0368871013
log natural cubic,"spot, knots=10",0.400000,0.2198812076,0.2161024347,0.1194659398,0.4393350312
direct natural cubic,"spot, knots=14",0.400000,0.3919742303,0.3874748933,0.0070373432,0.0492894779
log natural cubic,"spot, knots=14",0.400000,0.1181201375,0.1162551696,0.0154358514,0.0486250187
direct natural cubic,"spot, knots=18",0.400000,0.1712222242,0.1681115845,0.0065298613,0.0528701825
log natural cubic,"spot, knots=18",0.400000,0.0697706400,0.0687083756,0.0069998601,0.0495003261
direct PCHIP,spot,0.400000,0.0263266832,0.0152860789,0.0114891229,0.0696292747
log PCHIP,spot,0.400000,0.0263682171,0.0157903049,0.0115036448,0.0696217509
direct LOESS,"spot, frac=0.14",0.400000,0.0112850950,0.0099636342,0.0062061770,0.0572351463
log LOESS,"spot, frac=0.14",0.400000,0.0082961227,0.0077732724,0.0064191787,0.0659976208
direct LOESS,"spot, frac=0.22",0.400000,0.1290226977,0.0995859721,0.0058684305,0.0385730096
log LOESS,"spot, frac=0.22",0.400000,0.0037829425,0.0035994352,0.0095364169,0.1421026745
direct LOESS,"spot, frac=0.35",0.400000,1.9233424525,1.3266500322,0.0138180177,0.0412310885
log LOESS,"spot, frac=0.35",0.400000,0.0118643387,0.0116843451,0.0473628081,0.6334898667
direct polynomial,"d1, degree=5",0.600000,20.5048603498,20.3995496714,0.1460362783,0.4800283815
log polynomial,"d1, degree=5",0.600000,0.0050396232,0.0033298424,0.0275952406,0.2904231063
direct polynomial,"d1, degree=7",0.600000,8.9782351686,3.5165781922,0.0332780179,0.1120157462
log polynomial,"d1, degree=7",0.600000,0.0008889510,0.0008497728,0.0028795318,0.0138281715
direct polynomial,"d1, degree=9",0.600000,1.2160631836,1.1593147547,0.0081091775,0.0383223897
log polynomial,"d1, degree=9",0.600000,0.0009218224,0.0009191920,0.0054405348,0.0501476137
direct polynomial,"d1, degree=11",0.600000,0.4606495829,0.2894346678,0.0042191624,0.0126716192
log polynomial,"d1, degree=11",0.600000,0.0018541486,0.0018277658,0.0053937577,0.0580473920
direct Chebyshev,"d1, degree=5",0.600000,20.5048607262,20.3995500685,0.1460362785,0.4800284022
log Chebyshev,"d1, degree=5",0.600000,0.0050396208,0.0033298403,0.0275952415,0.2904229693
direct Chebyshev,"d1, degree=7",0.600000,8.9782367072,3.5165793137,0.0332780185,0.1120157186
log Chebyshev,"d1, degree=7",0.600000,0.0008889517,0.0008497734,0.0028795268,0.0138281625
direct Chebyshev,"d1, degree=9",0.600000,1.2160639716,1.1593154658,0.0081091782,0.0383224176
log Chebyshev,"d1, degree=9",0.600000,0.0009218220,0.0009191916,0.0054405314,0.0501477694
direct Chebyshev,"d1, degree=11",0.600000,0.4606513664,0.2894352725,0.0042191642,0.0126716189
log Chebyshev,"d1, degree=11",0.600000,0.0018541482,0.0018277654,0.0053937592,0.0580476290
direct Chebyshev,"d1, degree=13",0.600000,0.0182336344,0.0177573814,0.0031898106,0.0181136459
log Chebyshev,"d1, degree=13",0.600000,0.0019210736,0.0018954356,0.0032717217,0.0134659400
direct Chebyshev,"d1, degree=15",0.600000,0.0115208990,0.0112490720,0.0031665419,0.0176933766
log Chebyshev,"d1, degree=15",0.600000,0.0020109857,0.0019889784,0.0031873498,0.0158840454
direct Chebyshev,"d1, degree=18",0.600000,0.1033718599,0.0628749114,0.0032858218,0.0176015771
log Chebyshev,"d1, degree=18",0.600000,0.0023078671,0.0022780740,0.0059279126,0.0442907823
direct Chebyshev,"d1, degree=22",0.600000,0.2288566137,0.1736432770,0.0038190429,0.0198645487
log Chebyshev,"d1, degree=22",0.600000,0.0033403759,0.0032648101,0.0063989491,0.0632281358
log cosine Fourier,"d1, order=3",0.600000,57.4148944624,53.6423087413,13.2158683379,57.4768084393
log full Fourier,"d1, order=3",0.600000,15.0953567865,7.4078045634,11.2532347911,78.8684616126
log cosine Fourier,"d1, order=5",0.600000,63.9441840818,60.3063814408,13.2144873051,57.4984660612
log full Fourier,"d1, order=5",0.600000,12.9295945908,3.8778808830,9.0160147969,91.4684347591
log cosine Fourier,"d1, order=7",0.600000,60.0158601558,56.6083499344,13.2142663720,57.5075216127
log full Fourier,"d1, order=7",0.600000,12.0240394423,2.2182273486,7.5311228063,97.1398984821
log cosine Fourier,"d1, order=9",0.600000,59.2095463438,56.0847908803,13.2142164950,57.5125340325
log full Fourier,"d1, order=9",0.600000,11.5227974593,1.9994195377,6.4890431080,99.8100567281
log cosine Fourier,"d1, order=11",0.600000,60.8968268577,57.5826478110,13.2141903365,57.5155138301
log full Fourier,"d1, order=11",0.600000,11.2248177020,1.9368049915,5.6867360866,100.8645371084
log cosine Fourier,"d1, order=14",0.600000,60.1108027864,56.6021288846,13.2141758785,57.5184040361
log full Fourier,"d1, order=14",0.600000,10.9357971043,1.7940238625,4.7839509856,99.3331515706
log cosine Fourier,"d1, order=18",0.600000,60.5970800819,57.3040571217,13.2141681833,57.5208435394
log full Fourier,"d1, order=18",0.600000,10.6918467760,1.6922144507,3.9383710595,96.4642486322
direct B-spline,"d1, knots=6",0.600000,0.2608697129,0.2523346493,0.0067890380,0.0202014410
log B-spline,"d1, knots=6",0.600000,0.0009774830,0.0009690965,0.0038811220,0.0163123127
direct B-spline,"d1, knots=8",0.600000,0.0431914282,0.0413251733,0.0036374104,0.0157894831
log B-spline,"d1, knots=8",0.600000,0.0021096904,0.0020817936,0.0034717202,0.0129694539
direct B-spline,"d1, knots=10",0.600000,0.0131873920,0.0121753079,0.0032289857,0.0127981112
log B-spline,"d1, knots=10",0.600000,0.0022571446,0.0022233924,0.0033256052,0.0129177904
direct B-spline,"d1, knots=12",0.600000,0.0240669304,0.0217623607,0.0031532120,0.0157415502
log B-spline,"d1, knots=12",0.600000,0.0021577118,0.0021344016,0.0031486676,0.0157990289
direct B-spline,"d1, knots=16",0.600000,0.0120353818,0.0110504616,0.0038920421,0.0202560231
log B-spline,"d1, knots=16",0.600000,0.0026682272,0.0026294106,0.0039399193,0.0216209739
direct B-spline,"d1, knots=20",0.600000,0.0099941856,0.0092923841,0.0040137752,0.0196923268
log B-spline,"d1, knots=20",0.600000,0.0031358675,0.0029667710,0.0038661133,0.0187878495
direct B-spline,"d1, knots=28",0.600000,0.0167509939,0.0161759408,0.0046531928,0.0303285039
log B-spline,"d1, knots=28",0.600000,0.0054753946,0.0051172001,0.0044419932,0.0292459795
direct natural cubic,"d1, knots=6",0.600000,0.7354751212,0.7290125558,0.0155485049,0.1181957365
log natural cubic,"d1, knots=6",0.600000,0.1318080690,0.1266183547,0.1154148592,0.3524717642
direct natural cubic,"d1, knots=10",0.600000,0.1347122818,0.1327154432,0.0052043426,0.0488254281
log natural cubic,"d1, knots=10",0.600000,0.0464283120,0.0457163573,0.0118508974,0.0534939324
direct natural cubic,"d1, knots=14",0.600000,0.0453212781,0.0440391070,0.0036992209,0.0279429659
log natural cubic,"d1, knots=14",0.600000,0.0269737843,0.0248976813,0.0047074632,0.0353258903
direct natural cubic,"d1, knots=18",0.600000,0.0204573695,0.0197487462,0.0039388596,0.0238281937
log natural cubic,"d1, knots=18",0.600000,0.0094728128,0.0090734339,0.0041133349,0.0198673082
direct PCHIP,d1,0.600000,0.0138796037,0.0125168773,0.0078947192,0.0698031150
log PCHIP,d1,0.600000,0.0137942147,0.0125109441,0.0079034484,0.0697902923
direct LOESS,"d1, frac=0.14",0.600000,0.0108982994,0.0095617627,0.0036511375,0.0216242247
log LOESS,"d1, frac=0.14",0.600000,0.0037055445,0.0032845303,0.0038826438,0.0217774836
direct LOESS,"d1, frac=0.22",0.600000,0.1200265111,0.0937714023,0.0031832320,0.0167588136
log LOESS,"d1, frac=0.22",0.600000,0.0020572758,0.0019994866,0.0050543694,0.0507965075
direct LOESS,"d1, frac=0.35",0.600000,1.6939094391,1.0992929642,0.0074545307,0.0191311796
log LOESS,"d1, frac=0.35",0.600000,0.0049232147,0.0032700434,0.0200245824,0.2837147257
direct polynomial,"logm, degree=5",0.600000,20.5062205092,20.4009028247,0.1460365221,0.4799784228
log polynomial,"logm, degree=5",0.600000,0.0050417196,0.0033312564,0.0276044655,0.2905439208
direct polynomial,"logm, degree=7",0.600000,9.1671715392,3.5868659659,0.0333321506,0.1079636420
log polynomial,"logm, degree=7",0.600000,0.0008987988,0.0008555668,0.0029171221,0.0136739750
direct polynomial,"logm, degree=9",0.600000,1.2732995083,1.1734299694,0.0162204139,0.0367219609
log polynomial,"logm, degree=9",0.600000,0.0008045298,0.0008023229,0.0040668630,0.0283380616
direct polynomial,"logm, degree=11",0.600000,1.0510489335,0.9679944277,0.0152152965,0.0352562312
log polynomial,"logm, degree=11",0.600000,0.0008044089,0.0008024417,0.0040762544,0.0285274803
direct Chebyshev,"logm, degree=5",0.600000,20.5048607262,20.3995500685,0.1460362785,0.4800284022
log Chebyshev,"logm, degree=5",0.600000,0.0050396208,0.0033298403,0.0275952415,0.2904229693
direct Chebyshev,"logm, degree=7",0.600000,8.9782367071,3.5165793137,0.0332780185,0.1120157186
log Chebyshev,"logm, degree=7",0.600000,0.0008889517,0.0008497734,0.0028795268,0.0138281625
direct Chebyshev,"logm, degree=9",0.600000,1.2160639716,1.1593154658,0.0081091782,0.0383224176
log Chebyshev,"logm, degree=9",0.600000,0.0009218220,0.0009191916,0.0054405314,0.0501477694
direct Chebyshev,"logm, degree=11",0.600000,0.4606513664,0.2894352725,0.0042191642,0.0126716189
log Chebyshev,"logm, degree=11",0.600000,0.0018541482,0.0018277654,0.0053937592,0.0580476290
direct Chebyshev,"logm, degree=13",0.600000,0.0182336344,0.0177573814,0.0031898106,0.0181136459
log Chebyshev,"logm, degree=13",0.600000,0.0019210736,0.0018954356,0.0032717217,0.0134659400
direct Chebyshev,"logm, degree=15",0.600000,0.0115208990,0.0112490720,0.0031665419,0.0176933766
log Chebyshev,"logm, degree=15",0.600000,0.0020109857,0.0019889784,0.0031873498,0.0158840454
direct Chebyshev,"logm, degree=18",0.600000,0.1033718599,0.0628749114,0.0032858218,0.0176015771
log Chebyshev,"logm, degree=18",0.600000,0.0023078671,0.0022780740,0.0059279126,0.0442907823
direct Chebyshev,"logm, degree=22",0.600000,0.2288566137,0.1736432770,0.0038190429,0.0198645487
log Chebyshev,"logm, degree=22",0.600000,0.0033403759,0.0032648101,0.0063989491,0.0632281358
log cosine Fourier,"logm, order=3",0.600000,57.4148944624,53.6423087413,13.2158683379,57.4768084393
log full Fourier,"logm, order=3",0.600000,15.0953567865,7.4078045634,11.2532347911,78.8684616126
log cosine Fourier,"logm, order=5",0.600000,63.9441840818,60.3063814408,13.2144873051,57.4984660612
log full Fourier,"logm, order=5",0.600000,12.9295945908,3.8778808830,9.0160147969,91.4684347591
log cosine Fourier,"logm, order=7",0.600000,60.0158601558,56.6083499344,13.2142663720,57.5075216127
log full Fourier,"logm, order=7",0.600000,12.0240394423,2.2182273486,7.5311228063,97.1398984821
log cosine Fourier,"logm, order=9",0.600000,59.2095463438,56.0847908803,13.2142164950,57.5125340325
log full Fourier,"logm, order=9",0.600000,11.5227974593,1.9994195377,6.4890431080,99.8100567281
log cosine Fourier,"logm, order=11",0.600000,60.8968268577,57.5826478110,13.2141903365,57.5155138301
log full Fourier,"logm, order=11",0.600000,11.2248177020,1.9368049915,5.6867360866,100.8645371084
log cosine Fourier,"logm, order=14",0.600000,60.1108027864,56.6021288846,13.2141758785,57.5184040361
log full Fourier,"logm, order=14",0.600000,10.9357971043,1.7940238625,4.7839509856,99.3331515706
log cosine Fourier,"logm, order=18",0.600000,60.5970800819,57.3040571217,13.2141681833,57.5208435394
log full Fourier,"logm, order=18",0.600000,10.6918467760,1.6922144507,3.9383710595,96.4642486322
direct B-spline,"logm, knots=6",0.600000,0.2608697129,0.2523346493,0.0067890380,0.0202014410
log B-spline,"logm, knots=6",0.600000,0.0009774830,0.0009690965,0.0038811220,0.0163123127
direct B-spline,"logm, knots=8",0.600000,0.0431914282,0.0413251733,0.0036374104,0.0157894831
log B-spline,"logm, knots=8",0.600000,0.0021096904,0.0020817936,0.0034717202,0.0129694539
direct B-spline,"logm, knots=10",0.600000,0.0131873920,0.0121753079,0.0032289857,0.0127981112
log B-spline,"logm, knots=10",0.600000,0.0022571446,0.0022233924,0.0033256052,0.0129177904
direct B-spline,"logm, knots=12",0.600000,0.0240669304,0.0217623607,0.0031532120,0.0157415502
log B-spline,"logm, knots=12",0.600000,0.0021577118,0.0021344016,0.0031486676,0.0157990289
direct B-spline,"logm, knots=16",0.600000,0.0120353818,0.0110504616,0.0038920421,0.0202560231
log B-spline,"logm, knots=16",0.600000,0.0026682272,0.0026294106,0.0039399193,0.0216209739
direct B-spline,"logm, knots=20",0.600000,0.0099941856,0.0092923841,0.0040137752,0.0196923268
log B-spline,"logm, knots=20",0.600000,0.0031358675,0.0029667710,0.0038661133,0.0187878495
direct B-spline,"logm, knots=28",0.600000,0.0167509939,0.0161759408,0.0046531928,0.0303285039
log B-spline,"logm, knots=28",0.600000,0.0054753946,0.0051172001,0.0044419932,0.0292459795
direct natural cubic,"logm, knots=6",0.600000,0.7350333600,0.7286946529,0.0155449532,0.1182258149
log natural cubic,"logm, knots=6",0.600000,0.1318351896,0.1266510162,0.1150374051,0.3511877717
direct natural cubic,"logm, knots=10",0.600000,0.1366865554,0.1343000836,0.0051993637,0.0488725281
log natural cubic,"logm, knots=10",0.600000,0.0457804818,0.0451900945,0.0105737905,0.0575027375
direct natural cubic,"logm, knots=14",0.600000,0.0532645182,0.0517600722,0.0036197621,0.0281138556
log natural cubic,"logm, knots=14",0.600000,0.0247882398,0.0234075943,0.0045560744,0.0356544028
direct natural cubic,"logm, knots=18",0.600000,0.0274885484,0.0263954802,0.0034649992,0.0238639470
log natural cubic,"logm, knots=18",0.600000,0.0108842946,0.0105519599,0.0038756640,0.0173366404
direct PCHIP,logm,0.600000,0.0138796037,0.0125168773,0.0078947192,0.0698031150
log PCHIP,logm,0.600000,0.0137942147,0.0125109441,0.0079034484,0.0697902923
direct LOESS,"logm, frac=0.14",0.600000,0.0108974129,0.0095613664,0.0036515994,0.0216266077
log LOESS,"logm, frac=0.14",0.600000,0.0037051133,0.0032841232,0.0038819012,0.0217749085
direct LOESS,"logm, frac=0.22",0.600000,0.1200258821,0.0937711320,0.0031833609,0.0167592327
log LOESS,"logm, frac=0.22",0.600000,0.0020571870,0.0019993982,0.0050541529,0.0507956302
direct LOESS,"logm, frac=0.35",0.600000,1.6939087509,1.0992924470,0.0074545526,0.0191313224
log LOESS,"logm, frac=0.35",0.600000,0.0049232097,0.0032700418,0.0200245286,0.2837144398
direct polynomial,"spot, degree=5",0.600000,18.1009958274,18.0223483883,0.0828411978,0.1810099583
log polynomial,"spot, degree=5",0.600000,0.0092582936,0.0049696547,0.0411476501,0.5335363942
